,id,first_name,last_name,dob,gender,party,leadership_role,govtrack_id,cspan_id,seniority,total_votes,missed_votes,total_present,state,senate_class
0,A000360,Lamar,Alexander,1940-07-03,M,R,,300002,5,11,657,44,0,TN,2
1,A000368,Kelly,Ayotte,1968-06-27,F,R,,412493,95241,3,657,10,0,NH,3
2,B001230,Tammy,Baldwin,1962-02-11,F,D,,400013,57884,1,657,3,0,WI,1
3,B001261,John,Barrasso,1952-07-21,M,R,,412251,1024777,7,657,6,0,WY,1
4,B000243,Max,Baucus,1941-12-11,M,D,,300005,1727,35,316,2,1,MT,2
5,B001265,Mark,Begich,1962-03-30,M,D,,412326,1030732,5,657,49,0,AK,2
6,B001267,Michael,Bennet,1964-11-28,M,D,,412330,1031622,5,657,8,0,CO,3
7,B001277,Richard,Blumenthal,1946-02-13,M,D,,412490,21799,3,657,2,0,CT,3
8,B000575,Roy,Blunt,1950-01-10,M,R,,400034,45465,3,657,39,0,MO,3
9,B001288,Cory,Booker,1969-04-27,M,D,,412598,84679,1,432,12,0,NJ,2
10,B001236,John,Boozman,1950-12-10,M,R,,400040,92069,3,657,68,0,AR,3
11,B000711,Barbara,Boxer,1940-11-11,F,D,,300011,2470,21,657,44,1,CA,3
12,B000944,Sherrod,Brown,1952-11-09,M,D,,400050,5051,7,657,10,0,OH,1
13,B001135,Richard,Burr,1955-11-30,M,R,,400054,31054,9,657,19,0,NC,3
14,C000127,Maria,Cantwell,1958-10-13,F,D,,300018,26137,13,657,3,0,WA,1
15,C000141,Benjamin,Cardin,1943-10-05,M,D,,400064,4004,7,657,3,0,MD,1
16,C000174,Thomas,Carper,1947-01-23,M,D,,300019,663,13,657,2,0,DE,1
17,C001070,Bob,Casey,1960-04-13,M,D,,412246,47036,7,657,20,0,PA,1
18,C000286,Saxby,Chambliss,1943-11-10,M,R,,300021,36571,11,657,77,4,GA,2
19,C001100,Jeffrey,Chiesa,1965-06-22,M,R,,,64996,1,82,12,0,NJ,2
20,C000542,Daniel,Coats,1943-05-16,M,R,,402675,6080,3,657,16,0,IN,3
21,C000560,Tom,Coburn,1948-03-14,M,R,,400576,36751,9,657,131,0,OK,3
22,C000567,Thad,Cochran,1937-12-07,M,R,,300023,1200,35,657,113,0,MS,2
23,C001035,Susan,Collins,1952-12-07,F,R,,300025,45738,17,657,0,0,ME,2
24,C001088,Christopher,Coons,1963-09-09,M,D,,412390,9269028,5,657,13,0,DE,2
25,C001071,Bob,Corker,1952-08-24,M,R,,412248,1021114,7,657,16,0,TN,1
26,C001056,John,Cornyn,1952-02-02,M,R,,300027,93131,11,657,22,0,TX,2
27,C001099,William,Cowan,1969-04-04,M,D,,412586,69395,1,160,6,0,MA,2
28,C000880,Michael,Crapo,1951-05-20,M,R,,300030,26440,15,657,7,0,ID,3
29,C001098,Ted,Cruz,1970-12-22,M,R,,412573,1019953,1,657,44,0,TX,1
30,D000607,Joe,Donnelly,1955-09-28,M,D,,412205,1012000,1,657,3,0,IN,1
31,D000563,Richard,Durbin,1944-11-21,M,D,,300038,6741,17,657,2,0,IL,2
32,E000285,Michael,Enzi,1944-02-01,M,R,,300041,45824,17,657,6,0,WY,2
33,F000062,Dianne,Feinstein,1933-06-22,F,D,,300043,13061,21,657,30,0,CA,1
34,F000463,Deb,Fischer,1951-03-01,F,R,,412556,1034067,1,657,0,0,NE,1
35,F000444,Jeff,Flake,1962-12-31,M,R,,400134,87582,1,657,22,0,AZ,1
36,F000457,Al,Franken,1951-05-21,M,D,,412378,23334,5,657,3,0,MN,2
37,G000555,Kirsten,Gillibrand,1966-12-09,F,D,,412223,1022862,5,657,8,0,NY,1
38,G000359,Lindsey,Graham,1955-07-09,M,R,,300047,36782,11,657,48,0,SC,2
39,G000386,Charles,Grassley,1933-09-17,M,R,,300048,1167,33,657,0,0,IA,3
40,H001049,Kay,Hagan,1953-05-26,F,D,,412324,1028015,5,657,17,0,NC,2
41,H000206,Tom,Harkin,1939-11-19,M,D,,300051,2005,29,657,29,0,IA,2
42,H000338,Orrin,Hatch,1934-03-22,M,R,,300052,189,37,657,15,14,UT,1
43,H001046,Martin,Heinrich,1971-10-17,M,D,,412281,1030686,1,657,4,0,NM,1
44,H001069,Heidi,Heitkamp,1955-10-30,F,D,,412554,95414,1,657,15,0,ND,1
45,H001041,Dean,Heller,1960-05-10,M,R,,412218,1012368,3,657,14,0,NV,1
46,H001042,Mazie,Hirono,1947-11-03,F,D,,412200,91216,1,657,1,0,HI,1
47,H001061,John,Hoeven,1957-03-13,M,R,,412494,85233,3,657,6,0,ND,3
48,I000024,James,Inhofe,1934-11-17,M,R,,300055,5619,21,657,76,0,OK,2
49,I000055,Johnny,Isakson,1944-12-28,M,R,,400194,59135,9,657,26,2,GA,3
50,J000291,Mike,Johanns,1950-06-18,M,R,,412320,56552,5,657,38,0,NE,2
51,J000177,Tim,Johnson,1946-12-28,M,D,,300058,2545,17,657,4,0,SD,2
52,J000293,Ron,Johnson,1955-04-08,M,R,,412496,62835,3,657,19,0,WI,3
53,K000384,Tim,Kaine,1958-02-26,M,D,,412582,49219,1,657,9,0,VA,1
54,K000148,John,Kerry,1943-12-11,M,D,,300060,1485,29,11,6,1,MA,2
55,K000383,Angus,King,1944-03-31,M,ID,,412545,37413,1,657,5,0,ME,1
56,K000360,Mark,Kirk,1959-09-15,M,R,,400222,85221,5,657,47,0,IL,3
57,K000367,Amy,Klobuchar,1960-05-25,F,D,,412242,83701,7,657,5,0,MN,1
58,L000550,Mary,Landrieu,1955-11-23,F,D,,300063,22357,17,657,72,0,LA,2
59,L000123,Frank,Lautenberg,1924-01-23,M,D,,300064,2515,29,139,106,0,NJ,2
60,L000174,Patrick,Leahy,1940-03-31,M,D,,300065,1552,39,657,7,0,VT,3
61,L000577,Mike,Lee,1971-06-04,M,R,,412495,9267977,3,657,23,0,UT,3
62,L000261,Carl,Levin,1934-06-28,M,D,,300066,2592,35,657,14,1,MI,2
63,M001183,Joe,Manchin,1947-08-24,M,D,,412391,62864,5,657,13,0,WV,1
64,M000133,Edward,Markey,1946-07-11,M,D,,400253,260,1,485,12,0,MA,2
65,M000303,John,McCain,1936-08-29,M,R,,300071,7476,27,657,31,0,AZ,3
66,M001170,Claire,McCaskill,1953-07-24,F,D,,412243,1012014,7,657,37,0,MO,1
67,M000355,Mitch,McConnell,1942-02-20,M,R,,300072,2351,29,657,3,0,KY,2
68,M000639,Robert,Menendez,1954-01-01,M,D,,400272,29608,8,657,8,0,NJ,1
69,M001176,Jeff,Merkley,1956-10-24,M,D,,412325,1029842,5,657,8,1,OR,2
70,M000702,Barbara,Mikulski,1936-07-20,F,D,,300073,1396,27,657,28,0,MD,3
71,M000934,Jerry,Moran,1954-05-29,M,R,,400284,45469,3,657,67,0,KS,3
72,M001153,Lisa,Murkowski,1957-05-22,F,R,,300075,1004138,13,657,47,0,AK,3
73,M001169,Christopher,Murphy,1973-08-03,M,D,,412194,1021270,1,657,4,0,CT,1
74,M001111,Patty,Murray,1950-10-11,F,D,,300076,25277,21,657,17,0,WA,3
75,N000032,Bill,Nelson,1942-09-29,M,D,,300078,1931,13,657,19,0,FL,1
76,P000603,Rand,Paul,1963-01-07,M,R,,412492,9265241,3,657,18,0,KY,3
77,P000449,Rob,Portman,1955-12-19,M,R,,400325,31819,3,657,15,0,OH,3
78,P000590,Mark,Pryor,1963-01-10,M,D,,300080,1002201,11,657,36,0,AR,2
79,R000122,Jack,Reed,1949-11-12,M,D,,300081,24239,17,657,4,0,RI,2
80,R000146,Harry,Reid,1939-12-02,M,D,,300082,1683,27,657,9,0,NV,3
81,R000584,Jim,Risch,1943-05-03,M,R,,412322,1020034,5,657,13,0,ID,2
82,R000307,Pat,Roberts,1936-04-20,M,R,,300083,16354,17,657,40,0,KS,2
83,R000361,John,Rockefeller,1937-06-18,M,D,,300084,1238,29,657,82,0,WV,2
84,R000595,Marco,Rubio,1971-05-28,M,R,,412491,87599,3,657,45,0,FL,3
85,S000033,Bernard,Sanders,1941-09-08,M,ID,,400357,994,7,657,43,0,VT,1
86,S001194,Brian,Schatz,1972-10-20,M,D,,412507,87784,1,657,50,0,HI,3
87,S000148,Charles,Schumer,1950-11-23,M,D,,300087,5929,15,657,1,0,NY,3
88,S001184,Tim,Scott,1965-09-19,M,R,,412471,623506,1,657,18,0,SC,3
89,S001141,Jeff,Sessions,1946-12-24,M,R,,300088,44441,17,657,13,0,AL,2
90,S001181,Jeanne,Shaheen,1947-01-28,F,D,,412323,22850,5,657,7,0,NH,2
91,S000320,Richard,Shelby,1934-05-06,M,R,,300089,1859,27,657,9,0,AL,3
92,S000770,Debbie,Stabenow,1950-04-29,F,D,,300093,45451,13,657,11,0,MI,1
93,T000464,Jon,Tester,1956-08-21,M,D,,412244,1020176,7,657,7,0,MT,1
94,T000250,John,Thune,1961-01-07,M,R,,400546,45552,9,657,4,0,SD,3
95,T000461,Patrick,Toomey,1961-11-17,M,R,,400408,7958,3,657,22,0,PA,3
96,U000038,Mark,Udall,1950-07-18,M,D,,400412,7634,6,657,37,0,CO,2
97,U000039,Tom,Udall,1948-05-18,M,D,,400413,10075,6,657,2,0,NM,2
98,V000127,David,Vitter,1961-05-03,M,R,,400418,60672,9,657,64,0,LA,3
99,W000818,John,Walsh,1960-11-03,M,D,,412602,73846,1,340,1,0,MT,2
